initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
35,1457,3,3,4,-101636.51912778564,0.05,1.5281589182529703e+42,-101636.51912778564
52,1672,3,2,4,47757.9822774979,0.04,8.070590058549222e+41,47757.9822774979
36,1632,1,1,1,121101.24561281515,0.33,2.049045384651764e+42,121101.24561281515
40,1584,3,1,5,12846.199200476289,0.26,3.698910930762818e+41,12846.199200476289
44,1584,2,1,5,62055.92635512719,0.21,6.163140685564458e+41,62055.92635512719
50,1466,2,2,5,110128.66151992236,0.28,3.757600732953969e+41,110128.66151992236
39,1703,1,1,1,-84424.54049970282,0.1,4.806013809038729e+41,-84424.54049970282
35,1235,3,1,5,122158.76602802424,0.28,8.415043143480697e+41,122158.76602802424
38,1235,2,1,5,-14398.237313451466,0.25,1.4632763503495923e+42,-14398.237313451466
37,1740,3,2,5,-6631.848033038463,0.32,1.1279013287606433e+42,-6631.848033038463
39,1642,2,2,5,-147708.60794950073,0.28,4.14313454494444e+41,-147708.60794950073
47,1597,1,1,1,-91463.04600481688,0.1,6.4907732875498e+41,-91463.04600481688
36,1778,1,4,1,-99337.39074712744,0.21,8.30054172349196e+41,-99337.39074712744
52,1581,1,1,1,235144.9315146514,0.12,2.23153744251529e+41,235144.9315146514
55,1914,1,2,1,18554.565101658125,0.26,1.6340216827149186e+41,18554.565101658125
62,1365,1,3,1,-62887.05466287186,0.3,3.838028371149382e+41,-62887.05466287186
48,2764,2,3,1,7732.531522776837,0.16,3.2289503821156373e+41,7732.531522776837
45,1898,1,1,1,628972.0131716741,0.19,5.6003792971426955e+41,628972.0131716741
52,2788,2,1,5,55470.81096196524,0.34,2.4161443955194844e+42,55470.81096196524
42,1698,1,1,1,43673.81427509739,0.22,5.7368389407717606e+41,43673.81427509739
46,1824,1,1,1,466363.0774282812,0.2,6.251357245887319e+41,466363.0774282812
43,1334,1,1,1,108991.93827046455,0.21,1.7318711965477567e+41,108991.93827046455
61,3579,1,1,1,181280.70728360253,0.12,1.2869168649863862e+41,181280.70728360253
56,2755,2,1,5,69836.4226384793,0.33,1.6256234643176225e+41,69836.4226384793
37,1698,1,1,1,-124146.71399575274,0.11,1.1924879671169027e+42,-124146.71399575274
40,2044,1,1,1,32352.23431386753,0.32,1.1097415952221397e+42,32352.23431386753
36,1864,1,1,1,-15205.994459047926,0.13,2.1108608758837523e+42,-15205.994459047926
46,1489,3,1,3,125256.87560510436,0.22,1.0662435565204529e+42,125256.87560510436
55,3856,2,1,3,-206924.28727258745,0.19,2.6119664195619423e+41,-206924.28727258745
62,2903,1,1,1,12183.87507585033,0.23,5.748205355446223e+41,12183.87507585033
38,2380,1,1,1,-191634.19496842223,0.18,6.012944475499119e+41,-191634.19496842223
52,2847,2,1,5,-55805.36122020995,0.11,4.613081791876894e+41,-55805.36122020995
42,1771,1,1,1,-141836.86008673112,0.0,1.016587767983637e+42,-141836.86008673112
55,2565,1,1,1,93522.64410945094,0.22,7.030352080170803e+41,93522.64410945094
43,1549,1,1,1,48774.9458307363,0.24,7.300406905062422e+41,48774.9458307363
55,2841,1,1,1,340053.8921547947,0.19,7.086045238959218e+41,340053.8921547947
38,1644,1,1,1,117981.88998401964,0.22,5.387812834199041e+41,117981.88998401964
47,2813,1,1,1,233810.62336379613,0.28,7.000171341776941e+41,233810.62336379613
54,2601,1,1,1,-235353.81928865635,0.01,1.088217104231011e+41,-235353.81928865635
53,2813,1,1,1,1531.871391466006,0.2,7.389203158832339e+41,1531.871391466006
40,2904,3,1,5,-224887.9931446452,0.15,3.309699180928762e+41,-224887.9931446452
36,1378,1,1,1,-71568.36579158441,0.34,1.7350354467231892e+41,-71568.36579158441
41,1378,1,1,1,23316.92269925337,0.34,1.2600126263495142e+41,23316.92269925337
47,1787,3,4,5,-18380.23301280661,0.3,1.6216676031615932e+41,-18380.23301280661
47,1620,1,1,1,-237026.48101316736,0.09,1.4662470492220404e+42,-237026.48101316736
43,1895,3,1,5,136219.28689900943,0.03,3.4600803070340595e+41,136219.28689900943
53,1484,1,1,1,16786.15689171925,0.23,7.404134858256386e+41,16786.15689171925
41,1649,1,1,1,178595.78168020694,0.34,1.527907930021495e+41,178595.78168020694
49,1521,1,1,1,275884.219974144,0.09,7.085274161573673e+41,275884.219974144
46,1521,1,1,1,-35444.99995100355,0.14,2.6780134557425803e+41,-35444.99995100355
62,3521,1,1,1,5332.685876819351,0.35,2.1779376632276576e+41,5332.685876819351
41,2996,3,1,5,79803.65241079469,0.1,1.522921178890677e+42,79803.65241079469
47,3159,3,1,3,-48517.878356373534,0.09,1.8259241764188324e+41,-48517.878356373534
38,2281,2,1,5,43471.594593916096,0.03,1.4632849329733844e+42,43471.594593916096
35,2281,3,1,5,-27916.86754475709,0.27,1.5604975409415917e+41,-27916.86754475709
55,3068,3,1,3,-308607.2297640449,0.31,4.846957023401141e+41,-308607.2297640449
46,2739,3,4,3,21635.69639344628,0.34,1.2006219617007788e+42,21635.69639344628
39,1284,3,1,3,53953.93352054812,0.29,1.6545235890982493e+41,53953.93352054812
45,1812,1,1,1,-153994.62558127937,0.07,4.217993708594062e+41,-153994.62558127937
37,1338,3,1,5,-6151.614136048001,0.21,3.4447692427572467e+41,-6151.614136048001
40,1935,2,2,5,-64738.67865538298,0.11,1.927526067381891e+42,-64738.67865538298
35,1442,1,1,1,117599.09006148748,0.04,4.950456546801197e+41,117599.09006148748
56,2663,1,1,1,-41566.838408413125,0.19,1.6725215554721214e+41,-41566.838408413125
63,3299,3,1,2,-99883.3878168115,0.13,1.1507331781115254e+41,-99883.3878168115
49,2921,1,1,1,98031.58280743648,0.3,7.820946473703992e+41,98031.58280743648
49,2690,2,1,2,-79729.58990133613,0.26,1.1220450313952955e+42,-79729.58990133613
53,3034,1,1,1,37815.84617679031,0.08,2.933785896144594e+41,37815.84617679031
35,1431,1,1,1,-113059.23864094164,0.25,5.893279360152069e+40,-113059.23864094164
48,3406,1,1,1,-50727.45309027659,0.07,3.5029163270854875e+41,-50727.45309027659
55,3312,1,1,1,-38232.04384040218,0.22,1.1073926753682153e+41,-38232.04384040218
45,1474,1,1,1,14342.01776101999,0.22,3.9755199708502664e+41,14342.01776101999
50,1616,1,1,1,-9677.778378672872,0.28,6.217231196787074e+41,-9677.778378672872
59,2565,2,1,3,50497.89109008021,0.15,3.584739272413536e+41,50497.89109008021
59,2565,3,1,3,1644.957860627533,0.14,1.2450845203335616e+41,1644.957860627533
56,1568,1,1,1,-20073.989352544755,0.13,6.126518908876443e+41,-20073.989352544755
49,1633,3,1,3,127639.33041506272,0.27,2.476284724621852e+41,127639.33041506272
60,3391,3,1,3,-153830.90443926898,0.1,2.352162739396074e+41,-153830.90443926898
41,1269,3,1,3,-80125.18806895615,0.09,6.739253973803409e+40,-80125.18806895615
57,1766,1,1,1,79160.87201804416,0.01,3.150993749410851e+41,79160.87201804416
48,2902,2,1,4,-43756.42260063582,0.33,5.080616789005043e+41,-43756.42260063582
39,2168,1,3,1,139657.85225474657,0.16,7.189330537507991e+41,139657.85225474657
36,2197,3,1,4,118291.73414112578,0.31,8.983457660186425e+41,118291.73414112578
51,3406,1,1,1,-52970.10782141143,0.18,1.2606451070280088e+41,-52970.10782141143
52,2674,2,1,3,2244.806322211017,0.32,3.949673682085043e+41,2244.806322211017
58,2572,2,1,3,10020.443018173806,0.3,1.7245687577135632e+41,10020.443018173806
43,2143,2,1,3,196022.29925778092,0.07,6.1800937940188085e+41,196022.29925778092
45,2904,1,1,1,-196642.70420301467,0.24,2.6108519834920207e+41,-196642.70420301467
35,1148,3,1,5,43792.6023833142,0.27,4.883313226898231e+41,43792.6023833142
50,1754,3,2,5,-210255.402603169,0.25,8.017288482814737e+41,-210255.402603169
36,1914,1,1,1,66579.88307495392,0.14,9.262412960006136e+41,66579.88307495392
36,1741,1,1,1,34748.46656180874,0.31,9.074698270303236e+41,34748.46656180874
63,1715,1,1,1,44101.35525966196,0.05,6.677138496153001e+40,44101.35525966196
40,1508,1,1,1,-86671.60075570698,0.11,6.661877714697282e+41,-86671.60075570698
37,1213,1,3,1,-39592.32475138328,0.16,2.0413274706839387e+41,-39592.32475138328
36,1176,3,1,5,92280.35411670808,0.17,3.161365721527671e+41,92280.35411670808
55,1597,1,3,1,49784.77587085341,0.08,3.1317004393702494e+41,49784.77587085341
37,1231,1,1,1,260474.9329082069,0.03,6.6888577388602315e+41,260474.9329082069
35,1231,3,1,5,17842.195778231067,0.05,7.174381716787946e+41,17842.195778231067
35,2490,1,1,1,-341059.75575333554,0.15,4.855957563423338e+41,-341059.75575333554
51,2490,2,1,5,141262.05730823215,0.18,4.661772755769394e+41,141262.05730823215
46,3560,1,1,1,19511.920454511608,0.32,2.6885658106860633e+41,19511.920454511608
54,3579,3,1,3,-183207.5863451416,0.09,1.6051123816413809e+41,-183207.5863451416
60,3579,2,1,3,27499.2302262896,0.22,1.285991273135974e+41,27499.2302262896
57,1599,3,2,5,-142728.2463130508,0.26,4.361477240571878e+41,-142728.2463130508
48,1752,3,1,3,219194.29838413093,0.27,6.151664987844914e+41,219194.29838413093
45,1530,3,1,3,114815.50248681172,0.07,3.663252612339785e+41,114815.50248681172
44,1564,3,1,1,-121466.83847004172,0.19,3.242312142738357e+41,-121466.83847004172
44,1769,2,1,3,-125596.96110602518,0.2,2.9194069923299718e+41,-125596.96110602518
42,1282,1,1,1,-210002.1532503504,0.17,7.504928796894727e+41,-210002.1532503504
44,1282,1,1,1,-45496.92170540879,0.09,4.467880360260643e+41,-45496.92170540879
36,1448,1,1,1,82081.05305345355,0.23,3.8457758516793035e+41,82081.05305345355
48,1334,1,1,1,503775.1582643704,0.33,5.318885877678414e+41,503775.1582643704
40,2501,3,1,3,80138.47886915009,0.16,3.698092628600148e+41,80138.47886915009
45,3560,1,1,1,3571.5058780656955,0.29,1.1460250667119324e+41,3571.5058780656955
39,1558,3,1,3,-44160.177104953946,0.06,5.38436440492606e+41,-44160.177104953946
50,1401,3,1,3,51130.81099335501,0.12,4.151848823426561e+41,51130.81099335501
50,1525,2,1,3,86241.01103168784,0.16,2.559878928948511e+41,86241.01103168784
47,1188,2,1,5,410998.47497757536,0.26,7.537631422972106e+41,410998.47497757536
40,1466,3,3,5,8741.169184882558,0.33,7.288356655447835e+41,8741.169184882558
51,1489,1,1,1,67309.86173334696,0.27,1.2515794409837443e+41,67309.86173334696
49,2734,1,1,1,234195.44833568064,0.34,6.63415589422002e+40,234195.44833568064
40,1734,1,1,1,78354.42240933071,0.09,1.1286470354599222e+42,78354.42240933071
53,2847,2,1,3,21678.393133123787,0.11,1.0063065618846457e+41,21678.393133123787
50,3406,1,1,1,-81441.3922217444,0.08,6.132623011428821e+41,-81441.3922217444
46,3387,3,1,4,83929.5562320203,0.06,3.07628760241633e+41,83929.5562320203
45,1171,1,1,1,29803.69900001533,0.16,1.5386831448899445e+41,29803.69900001533
54,1474,1,1,1,73944.70774983344,0.14,2.9625371138078825e+41,73944.70774983344
50,2813,3,1,5,78724.2597819145,0.14,1.5294288377332792e+41,78724.2597819145
53,2674,2,1,3,68361.4358884692,0.26,5.923296335208975e+41,68361.4358884692
56,2940,3,1,2,-92732.89758340808,0.07,6.547501620242973e+41,-92732.89758340808
53,1633,1,1,1,7259.744342401496,0.08,3.5763347379845226e+41,7259.744342401496
60,2763,1,1,1,20208.97308024874,0.0,4.2295630357618955e+41,20208.97308024874
54,2922,3,1,3,90645.03149109076,0.04,9.910427604040831e+41,90645.03149109076
58,2974,3,1,5,33487.56798923015,0.0,1.4486103833914443e+41,33487.56798923015
60,2763,1,1,1,253153.06756441292,0.28,1.6569476821859015e+40,253153.06756441292
35,1378,3,1,3,-103183.91430520816,0.08,7.980798380706262e+41,-103183.91430520816
62,2974,2,1,2,-30575.5583711132,0.07,4.03381843061468e+41,-30575.5583711132
55,2974,3,1,3,72019.40770874437,0.04,2.6740882436185405e+41,72019.40770874437
41,1171,1,1,1,15536.763220946988,0.25,4.447876229366391e+41,15536.763220946988
47,1474,1,1,1,-40218.68758838999,0.3,5.839680417562522e+41,-40218.68758838999
43,1771,1,1,1,155313.1335030742,0.24,5.760734441349252e+41,155313.1335030742
50,2841,1,1,1,620.3256464109922,0.17,5.533233226116009e+40,620.3256464109922
48,3569,2,1,3,79970.14837879376,0.17,3.5523846206554004e+41,79970.14837879376
55,2974,2,1,3,-71530.04744080456,0.15,4.3719637248505955e+41,-71530.04744080456
55,2974,3,1,3,2012.000029436544,0.16,3.822042589468879e+41,2012.000029436544
55,1117,1,1,1,2098.99818049756,0.04,5.097691145111285e+41,2098.99818049756
45,1666,1,1,1,-45329.80644492538,0.33,7.413428719914347e+41,-45329.80644492538
46,1666,1,1,1,-180212.30951509424,0.33,1.2658466922006646e+42,-180212.30951509424
53,2025,1,4,1,-246766.7779847351,0.08,3.75823396494217e+41,-246766.7779847351
51,1816,1,1,1,-113612.82575452316,0.34,4.313180303104258e+41,-113612.82575452316
44,1269,2,1,2,232951.6889057468,0.31,7.912144935390803e+41,232951.6889057468
40,1269,3,1,3,3501.79420811805,0.32,6.850383035259842e+41,3501.79420811805
60,1795,1,2,1,-64893.47020084688,0.2,1.539208643605691e+41,-64893.47020084688
54,2601,3,1,2,80764.0157986029,0.05,5.1442817266532545e+41,80764.0157986029
61,2940,1,1,1,18790.86143325579,0.33,3.674440284163687e+41,18790.86143325579
40,1807,2,1,3,40490.254899039486,0.01,5.473834924394491e+41,40490.254899039486
39,2584,3,1,3,73754.14000244914,0.25,1.0485042076271776e+42,73754.14000244914
37,3030,3,1,4,147087.644550329,0.17,7.50725028153301e+41,147087.644550329
46,3030,2,1,3,54256.62883658227,0.2,7.072311558296859e+41,54256.62883658227
61,2746,1,1,1,54517.14012389371,0.34,1.3522599268139999e+41,54517.14012389371
44,1330,1,3,1,-159617.14611254036,0.04,8.008963541865353e+40,-159617.14611254036
38,1621,3,1,5,-36532.1114991158,0.18,9.691515023530447e+41,-36532.1114991158
41,1621,2,1,2,-118129.51138210123,0.16,1.6887642642343294e+42,-118129.51138210123
41,1046,1,3,1,57818.38462344455,0.35,1.0039835989503965e+42,57818.38462344455
48,2910,3,1,3,45638.7302249931,0.24,6.871531733940847e+41,45638.7302249931
54,2738,1,1,1,-17188.568371371613,0.28,2.08081548292978e+41,-17188.568371371613
63,3026,2,1,3,101829.7441663613,0.33,1.2691843731463093e+41,101829.7441663613
42,3057,3,1,5,159340.44266267278,0.14,8.939341359847616e+41,159340.44266267278
51,3057,2,1,3,296244.1161723606,0.29,5.244838015254251e+41,296244.1161723606
40,4230,2,1,3,38134.16210003437,0.09,4.330127298338084e+41,38134.16210003437
56,3095,1,1,1,-30794.4735191334,0.14,5.2387645869916724e+41,-30794.4735191334
62,3121,3,1,5,21568.17396381628,0.14,8.378369545514708e+41,21568.17396381628
58,1955,2,1,3,220521.0920084374,0.29,3.627008664462876e+41,220521.0920084374
43,3131,3,1,5,100620.85786779472,0.32,3.4208438042556108e+41,100620.85786779472
46,3131,3,1,5,130479.65457494746,0.08,9.260458234492152e+41,130479.65457494746
48,1923,1,1,1,58978.15735441547,0.09,6.534035760090513e+41,58978.15735441547
57,3627,1,1,1,11466.776866087435,0.2,2.786006210492936e+41,11466.776866087435
46,1867,3,2,3,102796.9788721502,0.28,1.5141733544296161e+41,102796.9788721502
57,2770,1,1,1,82329.06595318475,0.19,4.095357936434713e+41,82329.06595318475
48,1726,1,2,1,-123302.03371310284,0.25,4.682860974812053e+41,-123302.03371310284
47,1552,1,1,1,-54155.91174585831,0.17,5.237119078786131e+41,-54155.91174585831
49,1699,1,2,1,-3726.7810809030334,0.03,1.1570515339121024e+41,-3726.7810809030334
52,1868,3,2,5,43230.77348122035,0.29,5.389693907223381e+41,43230.77348122035
55,1733,1,1,1,-43853.23741341391,0.28,3.749157422677803e+41,-43853.23741341391
39,1606,3,1,2,-38940.41322237754,0.0,9.829730487603647e+41,-38940.41322237754
35,1704,1,1,1,56032.64084510615,0.16,9.060336163696807e+40,56032.64084510615
46,2151,2,2,5,-232479.8411330134,0.02,9.750671828197239e+40,-232479.8411330134
39,2151,3,2,5,189913.28087961543,0.26,1.4809481993680257e+42,189913.28087961543
44,2003,2,2,5,17755.008062365236,0.26,2.0226773533738282e+40,17755.008062365236
59,2811,2,1,2,26238.577866989646,0.19,3.4281645572423445e+41,26238.577866989646
61,1816,1,1,1,322641.59592948365,0.18,2.2155635265871047e+41,322641.59592948365
41,1878,1,1,1,90688.03460419182,0.27,8.546817480271004e+40,90688.03460419182
54,1415,2,1,3,203867.48422289264,0.04,1.38183430669578e+41,203867.48422289264
39,1616,3,1,5,-221191.46166270864,0.06,6.8474342488330215e+41,-221191.46166270864
55,1267,1,3,1,46880.4663169148,0.02,3.712859588838629e+41,46880.4663169148
57,1558,1,1,1,159629.25574965772,0.35,7.955144917235513e+41,159629.25574965772
57,1586,1,1,1,-164115.3172345743,0.3,1.03658600271276e+41,-164115.3172345743
39,1224,1,3,1,90769.40086311373,0.33,4.197406953575428e+41,90769.40086311373
46,1806,1,1,1,2093.676220875728,0.14,9.335043824281545e+41,2093.676220875728
45,1452,1,3,1,100802.61768905056,0.32,2.3068419709309965e+41,100802.61768905056
37,3332,2,1,3,6061.095568418664,0.2,2.5922118370289306e+42,6061.095568418664
63,2813,1,1,1,141517.0398483368,0.07,6.797797578080193e+40,141517.0398483368
45,3062,1,1,1,35684.75382261862,0.13,7.211831590205051e+41,35684.75382261862
60,2763,1,1,1,23217.427886413443,0.2,9.594289725156556e+40,23217.427886413443
54,2922,3,1,3,21181.73131221365,0.26,1.3086207240788802e+41,21181.73131221365
36,2384,3,3,2,-174497.14698368308,0.26,1.4819061810235767e+42,-174497.14698368308
54,1943,3,1,3,-325.22207540186133,0.31,6.837009665997029e+41,-325.22207540186133
50,1517,1,1,1,114632.55274375583,0.07,5.417738117088367e+41,114632.55274375583
54,1613,1,1,1,55271.38417327008,0.34,5.929636318627845e+41,55271.38417327008
56,1496,1,1,1,98907.7509627336,0.35,8.632027629656358e+41,98907.7509627336
45,1666,1,1,1,-239434.80627645968,0.15,3.0824653553428177e+41,-239434.80627645968
52,1650,1,1,1,73285.70366440053,0.0,4.097930669146917e+41,73285.70366440053
54,1505,3,1,3,4824.468568160663,0.19,6.706714622950701e+41,4824.468568160663
45,2197,1,1,1,25453.687060027736,0.27,6.8957495849685445e+41,25453.687060027736
56,3312,3,1,3,57490.14304057422,0.28,3.948888626423623e+41,57490.14304057422
37,1171,3,1,5,-37369.21515250949,0.19,7.543997031179819e+41,-37369.21515250949
35,1616,1,1,1,-5645.447027478229,0.34,1.0910448990157427e+42,-5645.447027478229
60,1423,3,2,3,-101734.181278571,0.08,2.1234395541329274e+41,-101734.181278571
47,2591,2,1,5,126784.61027518622,0.2,9.003102452608614e+40,126784.61027518622
56,2591,2,1,5,116225.35380628014,0.15,3.124709279114849e+41,116225.35380628014
55,2940,3,1,3,-184061.09891289475,0.02,4.245395716809198e+41,-184061.09891289475
51,3623,2,1,4,-221175.02739591536,0.13,3.708011808726301e+41,-221175.02739591536
59,1692,3,4,5,-50561.83950382938,0.26,2.3727065447256143e+41,-50561.83950382938
39,1644,1,1,1,30166.40688790196,0.24,1.2747753699101726e+42,30166.40688790196
52,2813,1,1,1,-137559.13467761193,0.05,4.28406957949305e+41,-137559.13467761193
59,2940,3,1,3,-197892.8502705136,0.35,4.293058379143115e+41,-197892.8502705136
40,1909,1,1,1,39066.47744491476,0.33,7.800272229312584e+41,39066.47744491476
44,1358,1,1,1,235045.24056237537,0.22,1.8404807107408027e+42,235045.24056237537
38,1288,1,1,1,-46847.91061344736,0.03,9.119086491384506e+41,-46847.91061344736
43,2035,2,1,3,166380.5989583146,0.27,3.384582980192061e+41,166380.5989583146
59,3512,1,1,1,182557.26598525568,0.11,3.19247091901873e+41,182557.26598525568
53,3531,3,1,3,-83340.85361746627,0.11,1.626159950161882e+41,-83340.85361746627
58,2659,1,1,1,135886.84958035487,0.08,2.0312586194387415e+41,135886.84958035487
49,1528,3,1,3,54759.783148869,0.23,3.4176147861096643e+41,54759.783148869
51,2866,1,1,1,390356.59668948286,0.07,2.381583138298081e+41,390356.59668948286
56,2990,1,1,1,81722.38107273288,0.29,6.088303076895985e+41,81722.38107273288
38,1693,1,1,1,175533.56331917754,0.32,1.7252008632394612e+42,175533.56331917754
51,2897,2,1,3,-182568.01088098137,0.12,1.8494694267855586e+41,-182568.01088098137
52,2897,3,1,3,-57208.37646763372,0.12,3.9567342942294406e+41,-57208.37646763372
46,1682,1,1,1,34496.84738145532,0.0,6.558162034862103e+41,34496.84738145532
48,1682,1,1,1,55335.41048207042,0.11,1.5938330401630943e+42,55335.41048207042
59,3063,3,1,5,-108112.70064393616,0.09,2.275484286510278e+40,-108112.70064393616
52,3010,1,1,1,-44138.773886045,0.03,1.1806393965078787e+42,-44138.773886045
56,2756,1,3,1,-124412.16142013518,0.26,4.556129573106143e+41,-124412.16142013518
46,2936,1,3,1,163995.53678130222,0.09,1.7261356481953083e+42,163995.53678130222
60,2935,2,1,3,-136464.37077319794,0.06,3.252786957548264e+40,-136464.37077319794
42,2675,2,1,2,57073.31289272384,0.09,2.5091126564443745e+41,57073.31289272384
39,1307,1,1,1,-160052.0209725437,0.17,7.017990233830307e+41,-160052.0209725437
49,1492,1,2,1,28532.643658865105,0.09,1.85333781116359e+41,28532.643658865105
46,2697,1,1,1,53605.72529476904,0.08,1.7184279911802811e+41,53605.72529476904
56,2659,1,1,1,26891.00443712049,0.29,2.625662104769811e+41,26891.00443712049
48,2866,3,1,5,-67092.54508052388,0.26,1.2260254271103937e+42,-67092.54508052388
62,2523,2,1,5,82975.36950070166,0.19,1.7527921900599105e+41,82975.36950070166
52,2847,1,1,1,-193681.1742449108,0.01,6.671200089182129e+41,-193681.1742449108
51,1726,2,2,3,18083.27772510792,0.32,6.2108605721564955e+41,18083.27772510792
52,1429,3,1,3,-339096.65141778294,0.26,1.2027927970375687e+41,-339096.65141778294
59,3028,1,1,1,221067.9115315265,0.28,4.152540249349462e+41,221067.9115315265
49,1256,1,3,1,-158387.6039035705,0.17,5.089375125708934e+41,-158387.6039035705
58,1553,3,2,5,-237946.52579127252,0.1,1.7054973037980723e+41,-237946.52579127252
62,1709,2,2,2,61194.34188200263,0.19,1.5226341821995695e+41,61194.34188200263
46,1426,1,3,1,-150808.86772388747,0.03,3.4195711592163775e+41,-150808.86772388747
49,1718,1,1,1,-95355.2455098276,0.03,1.7645569087477065e+41,-95355.2455098276
46,1718,3,1,2,75854.75682677826,0.07,3.552839019440696e+41,75854.75682677826
39,1667,1,2,1,139572.18682714715,0.04,2.1435070703923065e+42,139572.18682714715
46,1973,3,1,3,-143286.32486141296,0.07,2.922651396014497e+41,-143286.32486141296
55,1512,1,1,1,75951.82788217829,0.19,8.772286091109818e+41,75951.82788217829
37,1864,3,2,5,24537.705266790592,0.26,1.126680432897032e+42,24537.705266790592
41,1678,3,2,5,-84924.6028403787,0.21,1.0352022408891545e+42,-84924.6028403787
50,1681,3,2,4,-16694.075246905897,0.3,5.717030726363721e+41,-16694.075246905897
56,3669,2,1,3,100623.68657795848,0.07,5.172489296239332e+41,100623.68657795848
58,3540,1,1,1,44659.46881168601,0.13,4.47208167504566e+41,44659.46881168601
39,1171,3,1,2,-28252.6618577838,0.08,7.275026796271749e+41,-28252.6618577838
52,2813,1,1,1,-35512.58783639586,0.08,3.256780978986494e+41,-35512.58783639586
39,1644,3,1,3,98718.47848724584,0.3,1.800301325019623e+42,98718.47848724584
59,2974,3,1,3,-149605.85337582865,0.14,2.135674231659581e+41,-149605.85337582865
39,1530,1,1,1,-234512.5285474221,0.16,4.529719223474489e+41,-234512.5285474221
35,1574,1,1,1,134477.6790364026,0.08,2.1550793797112152e+41,134477.6790364026
58,2801,2,1,3,48525.93193530696,0.29,4.9814387622339695e+41,48525.93193530696
38,1654,1,1,1,84833.58323822227,0.21,9.712897354913245e+41,84833.58323822227
60,1640,3,2,3,-106239.01987276047,0.07,2.581767447271822e+41,-106239.01987276047
57,1768,1,1,1,-66624.89182520307,0.19,5.689497998780666e+41,-66624.89182520307
47,1857,1,1,1,-168878.1289400309,0.33,3.165301076180872e+41,-168878.1289400309
39,1744,1,1,1,-189678.5423781524,0.28,9.73702757456614e+41,-189678.5423781524
54,1375,1,3,1,-15658.831499352864,0.24,8.44877417498472e+41,-15658.831499352864
51,1722,2,1,3,-135915.83745171165,0.24,9.998348207821684e+41,-135915.83745171165
35,1722,3,1,3,35722.02083467145,0.1,1.7453715701622682e+42,35722.02083467145
62,3771,3,1,3,-103730.80269435245,0.25,2.8418778001553246e+41,-103730.80269435245
41,3027,2,1,3,16618.88792058802,0.32,1.0918022994113139e+42,16618.88792058802
48,3027,3,1,3,-176666.08729119712,0.24,1.0814295582562452e+42,-176666.08729119712
53,2848,1,1,1,-150480.4770984501,0.03,4.498180531176698e+40,-150480.4770984501
59,1735,2,1,2,15801.207602103486,0.18,7.80402450650526e+41,15801.207602103486
46,1735,3,1,3,-4823.344052710064,0.02,3.4563687988265372e+41,-4823.344052710064
61,2935,1,1,1,-106069.02146961306,0.14,1.0481952822731186e+41,-106069.02146961306
38,2897,1,1,1,-206768.7135015476,0.17,4.897087401112613e+41,-206768.7135015476
37,1545,1,1,1,-176514.86982984876,0.28,6.510991749581915e+41,-176514.86982984876
58,3007,1,1,1,-203552.3906734285,0.06,3.644689894928827e+41,-203552.3906734285
35,1430,1,3,1,-162225.91109686595,0.32,4.875262785601586e+41,-162225.91109686595
35,1629,3,1,3,102848.74030411291,0.04,9.210413546144435e+41,102848.74030411291
50,1629,2,1,3,172964.8185583811,0.08,6.12538467778148e+41,172964.8185583811
59,3160,1,1,1,24572.433044010293,0.23,1.5650155994830502e+41,24572.433044010293
52,1659,1,1,1,102485.25594460976,0.06,2.175798974691447e+41,102485.25594460976
41,1493,2,1,3,58910.95411380002,0.05,4.513992853914734e+41,58910.95411380002
48,3824,3,1,3,138889.61735896216,0.17,9.244179062610494e+41,138889.61735896216
45,2133,1,1,1,-78027.7000459432,0.31,4.02912150591889e+41,-78027.7000459432
56,3374,2,1,5,-51809.13953802711,0.23,6.458472398940178e+41,-51809.13953802711
46,1712,1,1,1,39641.583265462585,0.3,5.392282140327197e+41,39641.583265462585
50,2650,3,3,5,138562.26337949937,0.2,1.8592873741366528e+42,138562.26337949937
39,2943,2,1,5,261380.6494702401,0.03,5.48854992119387e+41,261380.6494702401
50,1605,3,4,3,68495.83222443606,0.26,9.479181446931049e+41,68495.83222443606
50,2053,2,2,3,251220.0910961328,0.08,8.913381459182317e+41,251220.0910961328
59,3138,1,1,1,23436.419605563788,0.1,9.889308969876855e+40,23436.419605563788
48,1753,1,1,1,52450.16893398643,0.04,1.6884638664944322e+40,52450.16893398643
36,1853,1,4,1,-5774.777546410312,0.06,5.952132277862607e+41,-5774.777546410312
41,1795,1,1,1,-145925.9790612459,0.25,6.386088028771569e+41,-145925.9790612459
35,3391,2,4,1,11322.95579362652,0.17,1.5560294140475063e+42,11322.95579362652
35,1890,1,4,1,29388.22719463197,0.31,4.3170187912027515e+41,29388.22719463197
39,1502,1,1,1,-244403.15097379783,0.14,1.491891777918824e+42,-244403.15097379783
52,3683,1,1,1,352354.1788825983,0.19,7.300009041422446e+41,352354.1788825983
53,1668,1,4,1,339424.1788982153,0.11,6.600518212466367e+41,339424.1788982153
50,1795,1,1,1,31923.945141892487,0.14,3.3002526090007704e+41,31923.945141892487
62,3497,1,1,1,101745.67071145272,0.11,1.1944041199825509e+41,101745.67071145272
45,1492,1,3,1,116160.26999550102,0.23,5.154727144508302e+41,116160.26999550102
37,1816,1,1,1,26614.58828305208,0.2,3.811139712891475e+41,26614.58828305208
